Column 1,Title,JSON,Column 3,Column 4
LADD,European journal of applied physiology and occupational ,,378825,21/09/2016
LADD,European journal of applied physiology and occupational ,,378827,21/09/2016
LADD,European journal of applied physiology and occupational ,,368097,23/11/2015
LADD,European journal of applied physiology and occupational ,,368123,23/11/2015
LADD,European journal of clinical investigation,,375343,17/06/2016
LADD,European journal of clinical investigation,,12060301,29/06/2018
LADD,European journal of clinical microbiology,,383357,7/02/2017
LADD,European journal of clinical microbiology,,339706,18/12/2013
LADD,European Journal of Clinical Pharmacology,,341275,31/01/2014
LADD,European Journal of Clinical Pharmacology,,342009,17/02/2014
LADD,European Journal of Clinical Pharmacology,,331903,25/06/2013
LADD,European Journal of Clinical Pharmacology,,331816,24/06/2013
LADD,European journal of clinical pharmacology,,338997,2/12/2013
LADD,European journal of clinical pharmacology,,372426,4/04/2016
LADD,European journal of clinical pharmacology,,346073,8/05/2014
LADD,European journal of clinical pharmacology,,346075,8/05/2014
LADD,European Journal of Clinical Pharmacology,,328778,23/04/2013
LADD,European journal of emergency medicine,,343875,25/03/2014
LADD,European journal of emergency medicine,,367576,4/11/2015
LADD,European journal of emergency medicine,,327512,3/04/2013
LADD,European journal of emergency medicine,,335056,30/08/2013
LADD,European journal of emergency medicine,,337274,18/10/2013
LADD,European journal of emergency medicine,,363042,15/07/2015
LADD,European journal of emergency medicine,,11876204,24/01/2018
LADD,European journal of emergency medicine,,12026997,24/05/2018
LADD,European journal of emergency medicine,,12170934,26/09/2018
LADD,European journal of emergency medicine,,12171840,27/09/2018
LADD,European journal of emergency medicine,,12173119,1/10/2018
LADD,European Journal of Endocrinology,,384507,7/03/2017
LADD,European Journal of Endocrinology,,386143,13/04/2017
LADD,European Journal of Engineering Education,,349955,7/08/2014
LADD,European Journal of Engineering Education,,369118,5/01/2016
LADD,European Journal of Engineering Education,,373029,20/04/2016
LADD,European journal of engineering education,,373009,21/04/2016
LADD,European journal of engineering education,,373272,26/04/2016
LADD,European Journal of Engineering Education,,373274,27/04/2016
LADD,European Journal of Engineering Education,,374008,18/05/2016
LADD,European Journal of Engineering Education,,379701,18/10/2016
LADD,European journal of engineering education,,380030,26/10/2016
LADD,European Journal of Engineering Education,,379706,17/10/2016
LADD,European Journal of Engineering Education,,366057,25/09/2015
LADD,European Journal of Engineering Education,,366374,5/10/2015
LADD,European journal of engineering education,,367947,17/11/2015
LADD,European Journal of Engineering Education,,368202,25/11/2015
LADD,European journal of engineering education,,352469,25/09/2014
LADD,European journal of epidemiology,,383362,8/02/2017
LADD,European journal of epidemiology,,383355,7/02/2017
LADD,European journal of epidemiology,,383356,7/02/2017
LADD,European journal of information systems,,12073140,23/07/2018
LADD,European journal of information systems,,12073151,23/07/2018
LADD,European journal of information systems,,12073157,23/07/2018
LADD,European journal of operational research.,,11750457,20/09/2017
LADD,European journal of operational research.,,373518,4/05/2016
LADD,European journal of operational research.,,11922997,2/03/2018
LADD,European journal of pediatric surgery,,356068,23/01/2015
LADD,European journal of pediatric surgery,,12141252,4/09/2018
LADD,European neurology,,342357,21/02/2014
LADD,European neurology,,329557,8/05/2013
LADD,"Everyday knowledge, education and",,384982,21/03/2017
LADD,"Everyday knowledge, education and",,11734114,27/09/2017
LADD,Evidence & policy,,11749596,21/09/2017
LADD,Evidence & policy,,340014,14/01/2014
LADD,Exchange,,352162,18/09/2014
LADD,Exchange,,352163,18/09/2014
LADD,"Exercise physiology for health, fitness, and performance",,386822,2/05/2017
LADD,"Exercise physiology for health, fitness, and performance",,386823,1/05/2017
LADD,"Exercise physiology for health, fitness, and performance",,386824,3/05/2017
LADD,Experientia,,340346,10/01/2014
LADD,Experientia,,345988,5/05/2014
LADD,Experientia,,378476,14/09/2016
LADD,Experimental and clinical endocrinology & diabetes,,343493,19/03/2014
LADD,Experimental and clinical endocrinology & diabetes,,343011,7/03/2014
LADD,Experimental and clinical endocrinology & diabetes,,345985,15/05/2014
LADD,Experimental and clinical endocrinology & diabetes,,351382,2/09/2014
LADD,Experimental Biology and Medicine,,344784,10/04/2014
LADD,Experimental Biology and Medicine,,349912,6/08/2014
LADD,Experimental Parasitology,,344444,2/04/2014
LADD,Experimental Parasitology,,344446,2/04/2014
LADD,Experimental Parasitology,,325132,14/02/2013
LADD,Experimental Parasitology,,326232,8/03/2013
LADD,Experimental Parasitology,,388754,14/06/2017
LADD,Experimental Parasitology,,340000,7/01/2014
LADD,Experimental parasitology,,323406,8/01/2013
LADD,Experimental parasitology,,364096,7/08/2015
LADD,Expert review of anti-infective therapy,,346505,15/05/2014
LADD,Expert review of anti-infective therapy,,362318,25/06/2015
LADD,Expert review of neurotherapeutics,,342022,17/02/2014
LADD,Expert review of neurotherapeutics,,324019,21/01/2013
LADD,Expert review of neurotherapeutics,,335536,6/09/2013
LADD,Expert review of neurotherapeutics,,361863,11/06/2015
LADD,Expert review of neurotherapeutics,,328334,15/04/2013
LADD,Familia,,12042538,8/06/2018
LADD,Familia,,12059800,26/06/2018
LADD,Familia,,12059806,26/06/2018
LADD,Familia,,12059814,26/06/2018
LADD,Families in society,,389553,10/07/2017
LADD,Families in society,,378154,6/09/2016
LADD,Families in society,,11999289,3/05/2018
LADD,Families in society,,12040756,6/06/2018
LADD,Family law review,,372959,19/04/2016
LADD,Family law review,,342435,26/02/2014
LADD,Farm policy journal,,351635,8/09/2014
LADD,Farm policy journal,,351636,8/09/2014
LADD,Farm policy journal,,351637,8/09/2014
LADD,Farm Policy Journal,,351638,8/09/2014
LADD,Farm Policy Journal,,351639,10/09/2014
LADD,Farm Policy Journal,,351640,10/09/2014
LADD,Farm Policy Journal,,351641,10/09/2014
LADD,Farm Policy Journal,,351642,8/09/2014
LADD,Farm Policy Journal,,351643,8/09/2014
LADD,Fisheries,,360495,11/05/2015
LADD,Fisheries,,337908,5/11/2013
LADD,Folia microbiologica,,341205,29/01/2014
LADD,Folia microbiologica,,341210,29/01/2014
LADD,Folia microbiologica,,336076,19/09/2013
LADD,Folia phoniatrica.,,11845479,19/12/2017
LADD,Folia phoniatrica.,,11983050,20/04/2018
LADD,Folia phoniatrica.,,12002843,4/05/2018
LADD,Folia phoniatrica.,,12003113,4/05/2018
LADD,Food & Function,,344299,4/04/2014
LADD,Food & Function,,346587,15/05/2014
LADD,Food & Function,,348991,18/07/2014
LADD,Food science,,386732,27/04/2017
LADD,Food science,,386733,27/04/2017
LADD,Foot & ankle,,334880,26/08/2013
LADD,Foot & ankle,,334879,30/08/2013
LADD,Foot & ankle international,,334820,26/08/2013
LADD,Foot & ankle international,,377088,16/08/2016
LADD,Foot & ankle international,,11985653,23/04/2018
LADD,For the love of language: An introduction to,,388406,9/06/2017
LADD,For the love of language: An introduction to,,389157,26/06/2017
LADD,Foreign language annals,,379567,12/10/2016
LADD,Foreign language annals,,379593,12/10/2016
LADD,Foreign language annals,,379595,12/10/2016
LADD,Foreign language annals,,346360,14/05/2014
LADD,Foreign language annals,,346580,15/05/2014
LADD,Forensic Science International,,333001,18/07/2013
LADD,Forensic Science International,,383074,30/01/2017
LADD,Forensic science international,,378736,23/09/2016
LADD,Forensic science international,,378755,21/09/2016
LADD,Forest products journal,,370842,26/02/2016
LADD,Forest Products Journal,,370976,1/03/2016
LADD,Forest Products Journal,,371054,2/03/2016
LADD,Forest products journal,,370954,1/03/2016
LADD,Forest products journal,,370956,1/03/2016
LADD,Foundations of physics,,11795754,3/11/2017
LADD,Foundations of physics,,378459,14/09/2016
LADD,Foundations of physics.,,11817840,20/11/2017
LADD,Foundations of physics.,,11826597,28/11/2017
LADD,Foundations of physics.,,378457,14/09/2016
LADD,Freshwater ecosystems in protected areas,,12185686,12/10/2018
LADD,Freshwater ecosystems in protected areas,,12221807,7/12/2018
LADD,Freshwater ecosystems in protected areas,,12221982,15/11/2018
LADD,Fundamenta informaticae.,,388083,26/05/2017
LADD,Fundamenta informaticae.,,388084,26/05/2017
LADD,Fundamental and Applied Limnology,,387239,10/05/2017
LADD,Fundamental and Applied Limnology,,329284,30/04/2013
LADD,Future medicinal chemistry,,341312,30/01/2014
LADD,Future medicinal chemistry,,327308,26/03/2013
LADD,Future medicinal chemistry,,364815,26/08/2015
LADD,Future microbiology,,340796,21/01/2014
LADD,Future microbiology,,345025,14/04/2014
LADD,GAP Good Autism Practice.,,364336,14/08/2015
LADD,GAP Good Autism Practice.,,364337,14/08/2015
LADD,Gastroenterology clinics of North America.,,11728992,5/09/2017
LADD,Gastroenterology clinics of North America.,,11728992,19/09/2017
LADD,Gender (in)equality and gender politics in Southeastern ,,373189,29/04/2016
LADD,Gender (in)equality and gender politics in Southeastern ,,374669,7/06/2016
LADD,General dentistry,,325448,21/02/2013
LADD,General dentistry,,325521,25/02/2013
LADD,General dentistry,,330741,29/05/2013
LADD,General dentistry,,378435,15/09/2016
LADD,General dentistry,,366474,8/10/2015
LADD,General hospital psychiatry,,369712,21/01/2016
LADD,General hospital psychiatry,,323226,4/01/2013
LADD,General hospital psychiatry,,336893,9/10/2013
LADD,Genocide studies international,,373384,5/05/2016
LADD,Genocide studies international,,376417,20/07/2016
LADD,Genocide studies international.,,11850892,2/01/2018
LADD,Genocide studies international.,,11850912,2/01/2018
LADD,Genocide studies international.,,11850914,2/01/2018
LADD,Genocide studies international.,,11850916,2/01/2018
LADD,Genocide studies international.,,11850917,2/01/2018
LADD,Genocide studies international.,,11850954,2/01/2018
LADD,Genocide studies international.,,11850960,3/01/2018
LADD,Genocide studies international.,,11850971,2/01/2018
LADD,Genocide studies international.,,11850972,2/01/2018
LADD,Genocide studies international.,,11850979,2/01/2018
LADD,Genocide studies international.,,11930204,7/03/2018
LADD,"Geographies of Muslim Identities: Diaspora, Gender",,386771,3/05/2017
LADD,"Geographies of Muslim Identities: Diaspora, Gender",,389635,14/07/2017
LADD,Geological Society of America bulletin.,,11983540,26/04/2018
LADD,Geological Society of America bulletin.,,11999107,3/05/2018
LADD,Geology,,327949,9/04/2013
LADD,Geology,,329349,6/05/2013
LADD,Geology,,335486,5/09/2013
LADD,Geology (Boulder),,333794,7/08/2013
LADD,Geology (Boulder),,370979,2/03/2016
LADD,Geology (Boulder),,355048,11/12/2014
LADD,Geology (Boulder),,327923,10/04/2013
LADD,"George Dance, architect, 1741-1825",,332771,15/07/2013
LADD,"George Dance, architect, 1741-1825",,333058,23/07/2013
LADD,Geosynthetics International,,365518,10/09/2015
LADD,Geosynthetics International,,365519,10/09/2015
LADD,Global Biogeochemical Cycles,,342519,26/02/2014
LADD,Global Biogeochemical Cycles,,343243,11/03/2014
LADD,Global public health,,375843,5/07/2016
LADD,Global public health,,375845,5/07/2016
LADD,Glycoconjugate journal,,347447,4/06/2014
LADD,Glycoconjugate journal,,338714,25/11/2013
LADD,Glycoscience,,387651,19/05/2017
LADD,Glycoscience,,387649,18/05/2017
LADD,"Governing the Coastal Commons: Communities,",,11747168,19/09/2017
LADD,"Governing the Coastal Commons: Communities,",,11747174,22/09/2017
LADD,Green Chemistry,,344774,9/04/2014
LADD,Green Chemistry,,346927,22/05/2014
LADD,Green Chemistry,,383202,1/02/2017
LADD,Green Chemistry,,355675,12/01/2015
LADD,Green Chemistry,,355728,21/01/2015
LADD,Gut microbes,,357569,4/03/2015
LADD,Gut microbes,,357576,4/03/2015
LADD,Gynecologic and obstetric investigation,,328876,26/04/2013
LADD,Gynecologic and obstetric investigation,,329570,6/05/2013
LADD,Gynecologic and obstetric investigation,,326876,19/03/2013
LADD,Gynecologic and obstetric investigation,,326877,19/03/2013
LADD,Hand clinics,,371366,7/03/2016
LADD,Hand clinics,,371367,7/03/2016
LADD,Hand clinics,,371466,11/03/2016
LADD,Hand therapy.,,11894691,7/02/2018
LADD,Hand therapy.,,11974515,12/04/2018
LADD,Handbook of Environmental Psychology and,,12173241,28/09/2018
LADD,Handbook of Environmental Psychology and,,12173231,28/09/2018
LADD,Handbook of neural computation,,11941761,16/03/2018
LADD,Handbook of neural computation,,11941907,16/03/2018
LADD,Handbook of oral diseases for medical practice,,11755141,27/09/2017
LADD,Handbook of oral diseases for medical practice,,11806544,10/11/2017
LADD,Handbook of research on discourse behavior and digital communication :,,334298,14/08/2013
LADD,Handbook of research on discourse behavior and digital communication :,,335203,3/09/2013
LADD,Harvard business review FROM PRINT ISSUE,,334196,14/08/2013
LADD,Harvard business review FROM PRINT ISSUE,,334197,14/08/2013
LADD,Harvard business review FROM PRINT ISSUE,,334198,14/08/2013
LADD,Harvard business review FROM PRINT ISSUE,,334199,14/08/2013
LADD,Harvard business review FROM PRINT ISSUE,,334382,16/08/2013
LADD,Harvard business review. (FROM PRINT HOLDINGS ONLY),,361431,29/05/2015
LADD,Harvard business review. (FROM PRINT HOLDINGS ONLY),,361432,29/05/2015
LADD,Harvard business review. (FROM PRINT HOLDINGS ONLY),,361433,29/05/2015
LADD,Harvard business review. (FROM PRINT HOLDINGS ONLY),,361434,29/05/2015
LADD,Harvard business review. (FROM PRINT HOLDINS ONLY),,361428,29/05/2015
LADD,Harvard business review. (FROM PRINT HOLDINS ONLY),,361429,29/05/2015
LADD,Harvard educational review,,378905,23/09/2016
LADD,Harvard educational review,,326075,20/03/2013
LADD,Harvard educational review,,334157,13/08/2013
LADD,Harvard educational review.,,348559,9/07/2014
LADD,Harvard educational review.,,11942206,5/07/2018
LADD,Harvard review of psychiatry,,345948,6/05/2014
LADD,Harvard review of psychiatry,,384195,2/03/2017
LADD,Harvard review of psychiatry,,385195,29/03/2017
LADD,Harvard Review of Psychiatry,,11701224,11/08/2017
LADD,Harvard review of psychiatry,,357083,19/02/2015
LADD,Harvard Review of Psychiatry,,357360,27/02/2015
LADD,Harvard review of psychiatry,,329887,13/05/2013
LADD,Harvard review of psychiatry,,334503,19/08/2013
LADD,Harvard review of psychiatry,,11927394,7/03/2018
LADD,Harvard review of psychiatry.,,349845,6/08/2014
LADD,Harvard review of psychiatry.,,11872696,22/01/2018
LADD,Head & neck,,386325,24/04/2017
LADD,Head & neck,,12175734,5/10/2018
LADD,Headache,,342528,27/02/2014
LADD,Headache,,343627,19/03/2014
LADD,Headache,,349639,4/08/2014
LADD,Headache,,349640,4/08/2014
LADD,Headache,,349641,4/08/2014
LADD,Headache,,349646,4/08/2014
LADD,Headache,,349651,4/08/2014
LADD,Headache,,349652,4/08/2014
LADD,Headache,,349653,4/08/2014
LADD,Headache,,349655,4/08/2014
LADD,Headache,,350016,8/08/2014
LADD,Headache,,325629,25/02/2013
LADD,Headache,,325623,25/02/2013
LADD,Headache,,325672,28/02/2013
LADD,Headache,,327096,22/03/2013
LADD,Headache,,327121,22/03/2013
LADD,Headache,,327143,22/03/2013
LADD,Headache,,327154,22/03/2013
LADD,Headache,,327697,4/04/2013
LADD,Headache,,336785,9/10/2013
LADD,Headache,,336791,9/10/2013
LADD,Headache,,336792,9/10/2013
LADD,Headache,,337597,25/10/2013
LADD,Headache,,371973,24/03/2016
LADD,Headache,,371940,23/03/2016
LADD,Headache,,372163,30/03/2016
LADD,Headache,,372504,6/04/2016
LADD,Headache,,375081,10/06/2016
LADD,Headache,,356867,13/02/2015
LADD,Headache,,356869,13/02/2015
LADD,Headache,,356868,12/02/2015
LADD,Headache,,358944,2/04/2015
LADD,Headache,,360461,8/05/2015
LADD,Headache,,365182,4/09/2015
LADD,Headache,,365183,4/09/2015
LADD,Headache,,365185,4/09/2015
LADD,Headache,,365186,4/09/2015
LADD,Headache,,365601,16/09/2015
LADD,Headache,,365772,18/09/2015
LADD,Headache,,353071,13/10/2014
LADD,Headache,,353182,15/10/2014
LADD,Headache,,353185,15/10/2014
LADD,Headache,,353455,22/10/2014
LADD,Headache,,353552,24/10/2014
LADD,Headache,,354657,27/11/2014
LADD,Headache,,354772,3/12/2014
LADD,Headache,,336997,11/10/2013
LADD,Headache,,336996,14/10/2013
LADD,Headache: The Journal of Head and Face Pain,,368303,30/11/2015
LADD,Headache: The Journal of Head and Face Pain,,345326,24/04/2014
LADD,Health & social work,,323400,10/01/2013
LADD,Health & social work,,331693,20/06/2013
LADD,"Health affairs (Millwood, Va.)",,342125,18/02/2014
LADD,"Health affairs (Millwood, Va.)",,344460,2/04/2014
LADD,"Health affairs (Millwood, Va.)",,344462,3/04/2014
LADD,"Health affairs (Millwood, Va.)",,374886,8/06/2016
LADD,"Health affairs (Millwood, Va.)",,349602,8/08/2014
LADD,"Health affairs (Millwood, Va.)",,352175,18/09/2014
LADD,Health bulletin.,,11815914,17/11/2017
LADD,Health bulletin.,,11872735,19/01/2018
LADD,Health economics and policy,,11782022,19/10/2017
LADD,Health economics and policy,,11782027,19/10/2017
LADD,"Health, risk & society",,382698,18/01/2017
LADD,"Health, risk & society",,382873,23/01/2017
LADD,Heart,,352024,29/10/2014
LADD,Heart,,352025,29/10/2014
LADD,Heart & lung,,11748712,21/09/2017
LADD,Heart & lung,,11795630,1/11/2017
LADD,Heart & lung,,371214,7/03/2016
LADD,Heart & lung,,341395,31/01/2014
LADD,Heart & lung,,350727,21/08/2014
LADD,Heat Transfer Engineering,,349083,22/07/2014
LADD,Heat Transfer Engineering,,370359,12/02/2016
LADD,Heat Transfer Engineering,,373308,28/04/2016
LADD,Heat transfer engineering,,373347,13/05/2016
LADD,Heat transfer engineering,,344742,9/04/2014
LADD,Heat Transfer Engineering,,348288,2/07/2014
LADD,Hepatogastroenterology,,333745,5/08/2013
LADD,Hepatogastroenterology,,369538,18/01/2016
LADD,Hepato-gastroenterology,,333678,2/08/2013
LADD,Hepato-gastroenterology,,334041,9/08/2013
LADD,Hepato-gastroenterology,,349676,4/08/2014
LADD,Hepato-gastroenterology.,,385315,29/03/2017
LADD,Hepato-gastroenterology.,,11728682,1/09/2017
LADD,Hepato-gastroenterology.,,11876158,24/01/2018
LADD,Heritage and Society,,375494,24/06/2016
LADD,Heritage and Society,,375496,23/06/2016
LADD,Herpetological conservation and biology,,11864312,18/01/2018
LADD,Herpetological conservation and biology,,11870413,18/01/2018
LADD,Herpetological review.,,11863765,15/01/2018
LADD,Herpetological review.,,11866040,18/01/2018
LADD,Herpetological review.,,11866053,17/01/2018
LADD,Herpetological review.,,11950404,26/03/2018
LADD,Heterocycles,,359686,21/04/2015
LADD,Heterocycles,,345558,29/04/2014
LADD,Heterocycles,,351168,1/09/2014
LADD,Heterocycles,,325068,15/02/2013
LADD,Heterocycles,,329126,1/05/2013
LADD,Heterocycles,,330247,23/05/2013
LADD,Heterocycles,,333777,6/08/2013
LADD,Hexachlorobenzene : proceedings of an international ,,380419,7/11/2016
LADD,Hexachlorobenzene : proceedings of an international ,,381681,15/12/2016
LADD,Higher education quarterly,,334501,20/08/2013
LADD,Higher education quarterly,,335491,6/09/2013
LADD,Histochemie,,324502,31/01/2013
LADD,Histochemie,,324504,31/01/2013
LADD,Histochemistry,,324503,30/01/2013
LADD,Histochemistry,,324632,1/02/2013
LADD,Histochemistry,,371562,15/03/2016
LADD,Histochemistry,,355006,9/12/2014
LADD,Historical reflections,,361760,10/06/2015
LADD,Historical reflections,,337077,15/10/2013
LADD,History of photography,,366210,2/10/2015
LADD,History of photography,,350405,20/08/2014
LADD,History of photography,,363479,23/07/2015
LADD,Holzforschung,,350902,27/08/2014
LADD,Holzforschung,,370958,1/03/2016
LADD,Holzforschung,,344317,2/04/2014
LADD,Home Cultures,,354766,2/12/2014
LADD,Home Cultures,,354767,2/12/2014
LADD,Hormone and metabolic research,,386096,12/04/2017
LADD,Hormone and metabolic research,,342772,3/03/2014
LADD,Hormone and metabolic research,,342775,4/03/2014
LADD,Hormone and metabolic research,,343318,17/03/2014
LADD,Hormone and metabolic research,,343612,19/03/2014
LADD,Hormone and metabolic research,,351384,2/09/2014
LADD,Hormone and metabolic research,,354116,19/11/2014
LADD,Hormone and metabolic research,,12147634,7/09/2018
LADD,Hormone and metabolic research.,,343610,19/03/2014
LADD,Hormone and metabolic research.,,343805,21/03/2014
LADD,Hospital & community psychiatry,,347620,11/06/2014
LADD,Hospital & community psychiatry,,349825,5/08/2014
LADD,How drama activates learning  :,,339878,8/01/2014
LADD,How drama activates learning  :,,339599,18/12/2013
LADD,Human and Ecological Risk Assessment,,337713,29/10/2013
LADD,Human and ecological risk assessment,,370038,3/02/2016
LADD,Human and Ecological Risk Assessment,,378070,5/09/2016
LADD,Human and ecological risk assessment,,378353,13/09/2016
LADD,Human and Ecological Risk Assessment,,356810,13/02/2015
LADD,Human and ecological risk assessment,,368301,1/12/2015
LADD,Human dimensions of wildlife,,335374,4/09/2013
LADD,Human dimensions of wildlife,,337290,16/10/2013
LADD,Human dimensions of wildlife,,371087,3/03/2016
LADD,Human dimensions of wildlife,,372237,31/03/2016
LADD,Human dimensions of wildlife,,356246,28/01/2015
LADD,Human dimensions of wildlife,,356247,28/01/2015
LADD,Human dimensions of wildlife,,356248,28/01/2015
LADD,Human dimensions of wildlife,,356249,28/01/2015
LADD,Human dimensions of wildlife,,356251,28/01/2015
LADD,Human dimensions of wildlife,,356252,28/01/2015
LADD,Human dimensions of wildlife,,356253,28/01/2015
LADD,Human dimensions of wildlife,,356257,28/01/2015
LADD,Human dimensions of wildlife,,360012,28/04/2015
LADD,Human dimensions of wildlife,,368673,11/12/2015
LADD,Human dimensions of wildlife,,336324,24/09/2013
LADD,Human factors,,350385,15/08/2014
LADD,Human factors,,374142,19/05/2016
LADD,Human systems management,,346361,16/05/2014
LADD,Human systems management,,373498,9/05/2016
LADD,Human systems management,,373894,17/05/2016
LADD,Human Vaccines & Immunotherapeutics,,380872,18/11/2016
LADD,Human Vaccines & Immunotherapeutics,,380891,18/11/2016
LADD,Human Vaccines & Immunotherapeutics,,380894,18/11/2016
LADD,Human vaccines & immunotherapeutics,,354557,25/11/2014
LADD,Human vaccines & immunotherapeutics,,339231,6/12/2013
LADD,Humor,,360313,6/05/2015
LADD,Humor,,360655,13/05/2015
LADD,Humor,,366862,16/10/2015
LADD,Humor,,344133,27/03/2014
LADD,Humor,,364602,19/08/2015
LADD,Humor: International Journal of Humor Research,,369207,6/01/2016
LADD,Humor: International Journal of Humor Research,,369692,21/01/2016
LADD,Humor: International Journal of Humor Research,,351368,2/09/2014
LADD,Hydrology Research,,385496,29/03/2017
LADD,Hydrology research,,11803375,7/11/2017
LADD,Hydrology research,,11814003,16/11/2017
LADD,Hydrology Research,,359215,9/04/2015
LADD,IARC Sci Publ.,,333126,26/07/2013
LADD,IARC Sci Publ.,,333125,23/07/2013
LADD,Identity (Aboriginal Publications Foundation),,323036,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323039,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323040,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323041,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323042,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323051,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323053,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323054,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323055,3/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323058,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323059,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323060,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323061,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323062,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323063,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323065,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323066,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323067,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323068,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323071,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323072,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323073,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323074,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,323075,4/01/2013
LADD,Identity (Aboriginal Publications Foundation),,325349,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325350,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325351,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325352,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325353,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325354,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325355,22/02/2013
LADD,Identity (Aboriginal Publications Foundation),,325942,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,325943,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,325944,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,325988,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,325997,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,325998,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,325999,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326000,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326002,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326003,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326004,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326005,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326006,7/03/2013
LADD,Identity (Aboriginal Publications Foundation),,326007,7/03/2013
LADD,"Imagination, cognition and personality",,369049,4/01/2016
LADD,"Imagination, cognition and personality",,371093,4/03/2016
LADD,"Imagination, cognition and personality",,323876,18/01/2013
LADD,Immunity,,327283,26/03/2013
LADD,Immunity,,325735,4/03/2013
LADD,Immunity,,327376,26/03/2013
LADD,Immunity,,336399,26/09/2013
LADD,Immunity,,11697307,9/08/2017
LADD,Immunity,,373669,9/05/2016
LADD,Immunity,,12134131,28/08/2018
LADD,Immunology letters,,385360,27/03/2017
LADD,Immunology letters,,359481,16/04/2015
LADD,Immunotherapy,,339770,18/12/2013
LADD,Immunotherapy,,330336,21/05/2013
LADD,Immunotherapy,,330337,21/05/2013
LADD,Indian Journal of Social Work,,374959,9/06/2016
LADD,Indian Journal of Social Work,,377935,30/08/2016
LADD,Indian Journal of Social Work,,377936,30/08/2016
LADD,Indian Pediatrics,,388163,31/05/2017
LADD,Indian Pediatrics,,388192,31/05/2017
LADD,Indigenous tourism,,11940511,16/03/2018
LADD,Indigenous tourism,,11994750,1/05/2018
LADD,Infection,,384448,6/03/2017
LADD,Infection,,385447,28/03/2017
LADD,Infection,,385478,29/03/2017
LADD,Infection,,374112,20/05/2016
LADD,Infection Control & Hospital Epidemiology,,382107,5/01/2017
LADD,Infection Control & Hospital Epidemiology,,382135,5/01/2017
LADD,Infection Control & Hospital Epidemiology,,382063,6/01/2017
LADD,Infection Control & Hospital Epidemiology,,387082,5/05/2017
LADD,Infection control and hospital epidemiology,,325690,4/03/2013
LADD,Infection control and hospital epidemiology,,382122,5/01/2017
LADD,Infection control and hospital epidemiology,,382132,5/01/2017
LADD,Infection control and hospital epidemiology,,388495,13/06/2017
LADD,Infection Control and Hospital Epidemiology,,11703041,14/08/2017
LADD,Infection Control and Hospital Epidemiology,,371111,2/03/2016
LADD,Infection control and hospital epidemiology,,374497,31/05/2016
LADD,Infection control and hospital epidemiology,,375241,15/06/2016
LADD,Infection Control and Hospital Epidemiology,,361686,4/06/2015
LADD,Infection control and hospital epidemiology,,361846,11/06/2015
LADD,Infection control and hospital epidemiology,,361847,11/06/2015
LADD,Infection control and hospital epidemiology,,362319,24/06/2015
LADD,Infection control and hospital epidemiology,,349685,8/08/2014
LADD,Infection control and hospital epidemiology,,352644,9/10/2014
LADD,Infection control and hospital epidemiology,,363621,28/07/2015
LADD,Infection control and hospital epidemiology.,,386338,4/05/2017
LADD,Infection control and hospital epidemiology.,,11793811,30/10/2017
